NACA 16-018
  0.0001334589 0.001858073
  4.844863e-05 0.001113707
  5.435517e-06 0.000371042
  5.435517e-06 -0.000371042
  4.844863e-05 -0.001113707
  0.0001334589 -0.001858073
  0.0002597272 -0.002605209
  0.0004268211 -0.003356149
  0.0006345943 -0.004111909
  0.0008831756 -0.004873501
  0.001172964 -0.005641947
  0.001504633 -0.006418288
  0.00187914 -0.0072036
  0.00229774 -0.007998999
  0.002762013 -0.008805656
  0.003273891 -0.009624799
  0.003835697 -0.01045773
  0.004450189 -0.0113058
  0.005120609 -0.01217044
  0.005850738 -0.01305311
  0.006644939 -0.01395527
  0.007508184 -0.01487828
  0.008446018 -0.01582325
  0.009464403 -0.01679077
  0.01056931 -0.01778039
  0.0117658 -0.01878977
  0.01305644 -0.01981348
  0.01444448 -0.02084596
  0.01593728 -0.02188503
  0.01754169 -0.0229289
  0.01926341 -0.02397664
  0.02110704 -0.02502917
  0.02307711 -0.02609077
  0.02518045 -0.027171
  0.02742904 -0.02828266
  0.02983726 -0.02942973
  0.03242049 -0.03061385
  0.03519511 -0.03183635
  0.03817803 -0.03309804
  0.0413859 -0.03439894
  0.04483388 -0.03573788
  0.04853391 -0.03711214
  0.05249281 -0.03851708
  0.05671591 -0.03994756
  0.0612057 -0.04139812
  0.06595768 -0.04286274
  0.07096131 -0.04433586
  0.07620352 -0.04581403
  0.08167247 -0.04729469
  0.08735376 -0.04877176
  0.09322879 -0.05023879
  0.09927653 -0.05169012
  0.1054762 -0.05312128
  0.1118089 -0.05452794
  0.1182559 -0.05590618
  0.124798 -0.05725299
  0.1314177 -0.05856639
  0.1380993 -0.05984555
  0.1448305 -0.06109081
  0.1516026 -0.06230357
  0.1584114 -0.06348542
  0.1652541 -0.06463669
  0.1721286 -0.06575765
  0.1790326 -0.06684862
  0.185964 -0.06791
  0.1929208 -0.06894228
  0.1999011 -0.06994601
  0.2069033 -0.07092172
  0.2139259 -0.07186969
  0.2209674 -0.07279016
  0.2280264 -0.07368341
  0.2351015 -0.07454972
  0.2421914 -0.07538943
  0.2492948 -0.0762029
  0.2564105 -0.07699052
  0.2635372 -0.0777527
  0.2706737 -0.0784899
  0.277819 -0.07920255
  0.2849721 -0.07989117
  0.2921319 -0.08055624
  0.2992975 -0.0811983
  0.3064681 -0.0818178
  0.3136428 -0.08241483
  0.3208213 -0.08298932
  0.3280027 -0.08354123
  0.3351868 -0.08407054
  0.3423729 -0.08457722
  0.3495609 -0.08506126
  0.3567503 -0.08552265
  0.363941 -0.08596141
  0.3711328 -0.08637754
  0.3783256 -0.08677105
  0.3855194 -0.08714197
  0.3927143 -0.0874903
  0.3999103 -0.08781608
  0.4071076 -0.08811932
  0.4143063 -0.08840001
  0.4215066 -0.08865813
  0.4287085 -0.08889365
  0.4359118 -0.08910654
  0.4431164 -0.08929678
  0.450322 -0.08946433
  0.4575283 -0.08960916
  0.4647348 -0.08973124
  0.471941 -0.08983055
  0.4791462 -0.08990707
  0.4863498 -0.08996078
  0.4935511 -0.08999168
  0.500749 -0.08999978
  0.5079427 -0.08998496
  0.5151313 -0.08994674
  0.5223138 -0.0898846
  0.5294894 -0.08979801
  0.5366575 -0.08968648
  0.5438173 -0.08954951
  0.5509683 -0.0893866
  0.5581101 -0.08919728
  0.5652422 -0.08898109
  0.5723644 -0.08873754
  0.5794763 -0.08846619
  0.5865779 -0.08816658
  0.593669 -0.08783824
  0.6007497 -0.08748073
  0.6078199 -0.08709359
  0.6148796 -0.08667644
  0.6219289 -0.08622887
  0.6289678 -0.08575049
  0.6359964 -0.0852409
  0.6430147 -0.08469971
  0.6500229 -0.08412649
  0.657021 -0.08352086
  0.6640092 -0.08288239
  0.6709877 -0.08221066
  0.6779566 -0.08150526
  0.6849161 -0.08076574
  0.6918665 -0.07999167
  0.698808 -0.0791826
  0.7057408 -0.07833808
  0.7126651 -0.07745774
  0.7195809 -0.07654122
  0.726488 -0.0755882
  0.7333863 -0.07459837
  0.7402752 -0.07357143
  0.7471544 -0.07250711
  0.7540231 -0.07140518
  0.7608805 -0.07026542
  0.7677259 -0.06908766
  0.7745582 -0.06787177
  0.7813762 -0.06661765
  0.7881787 -0.06532525
  0.7949644 -0.06399458
  0.8017319 -0.06262567
  0.8084796 -0.06121869
  0.8152062 -0.05977387
  0.8219108 -0.0582914
  0.8285931 -0.05677139
  0.8352529 -0.05521385
  0.8418907 -0.05361869
  0.8485071 -0.05198574
  0.8551033 -0.05031466
  0.8616807 -0.04860502
  0.8682412 -0.04685624
  0.8747869 -0.04506759
  0.8813203 -0.04323817
  0.8878443 -0.0413669
  0.8943621 -0.03945252
  0.9008774 -0.03749353
  0.9073934 -0.03548845
  0.9139087 -0.03343737
  0.9204132 -0.0313432
  0.9268881 -0.02921204
  0.9333067 -0.02705316
  0.9396364 -0.02487872
  0.9458411 -0.02270304
  0.9518846 -0.02054141
  0.9577349 -0.01840865
  0.9633695 -0.01631684
  0.9687762 -0.01427466
  0.9739513 -0.01228769
  0.9788974 -0.01035896
  0.9836215 -0.008489527
  0.9881336 -0.006679026
  0.992445 -0.004926095
  0.9965679 -0.003228739
  1.0 -0.0018
