NACA 0010-34
  0.03142847 0.01591707
  0.02732756 0.01471135
  0.02245824 0.01319438
  0.01838629 0.01179346
  0.01372506 0.009962939
  0.01013487 0.008378715
  0.008006458 0.007343196
  0.006450105 0.006516104
  0.005218203 0.005802156
  0.004205058 0.005160488
  0.003354917 0.004569308
  0.00263459 0.004015366
  0.002022789 0.003489853
  0.001505222 0.002986504
  0.001072079 0.002500613
  0.0007166372 0.002028471
  0.0004344588 0.001567019
  0.0002229269 0.001113621
  8.099803e-05 0.0006658946
  9.116548e-06 0.0002215804
  9.116548e-06 -0.0002215804
  8.099803e-05 -0.0006658946
  0.0002229269 -0.001113621
  0.0004344588 -0.001567019
  0.0007166372 -0.002028471
  0.001072079 -0.002500613
  0.001505222 -0.002986504
  0.002022789 -0.003489853
  0.00263459 -0.004015366
  0.003354917 -0.004569308
  0.004205058 -0.005160488
  0.005218203 -0.005802156
  0.006450105 -0.006516104
  0.008006458 -0.007343196
  0.01013487 -0.008378715
  0.01372506 -0.009962939
  0.01838629 -0.01179346
  0.02245824 -0.01319438
  0.02732756 -0.01471135
  0.03142847 -0.01591707
  0.0353674 -0.0170246
  0.03948198 -0.01813456
  0.04404803 -0.01931531
  0.04936706 -0.0206281
  0.05531355 -0.02201999
  0.06101315 -0.02328229
  0.06674967 -0.02448598
  0.07273592 -0.02567611
  0.07863004 -0.0267885
  0.08442645 -0.02783194
  0.0902534 -0.02883741
  0.09618479 -0.02982304
  0.1022433 -0.03079735
  0.1083978 -0.03175762
  0.1145461 -0.03268709
  0.1206775 -0.03358377
  0.1268201 -0.03445137
  0.1329939 -0.03529187
  0.1391617 -0.03609957
  0.1452897 -0.03686992
  0.1513836 -0.03760378
  0.1574554 -0.03830323
  0.1635176 -0.03897135
  0.1695805 -0.03961087
  0.1756521 -0.0402241
  0.1817384 -0.040813
  0.1878433 -0.04137928
  0.1939689 -0.04192439
  0.2001149 -0.04244963
  0.2062788 -0.04295589
  0.2124576 -0.04344322
  0.2186482 -0.04391152
  0.2248478 -0.04436073
  0.231054 -0.04479086
  0.2372644 -0.04520197
  0.2434771 -0.04559415
  0.2496902 -0.04596755
  0.2559023 -0.04632233
  0.2621122 -0.0466587
  0.2683191 -0.0469769
  0.2745223 -0.04727718
  0.2807215 -0.0475598
  0.2869166 -0.04782507
  0.2931078 -0.04807327
  0.2992957 -0.0483047
  0.305481 -0.04851968
  0.3116646 -0.04871855
  0.3178472 -0.04890169
  0.3240297 -0.04906944
  0.3302127 -0.04922213
  0.3363967 -0.04936011
  0.3425823 -0.0494837
  0.3487698 -0.04959321
  0.3549596 -0.04968897
  0.3611519 -0.04977127
  0.3673469 -0.04984042
  0.3735446 -0.04989674
  0.3797451 -0.04994053
  0.3859481 -0.0499721
  0.3921536 -0.04999174
  0.3983612 -0.04999978
  0.4045706 -0.04999649
  0.4107815 -0.04998202
  0.4169933 -0.04995637
  0.4232059 -0.0499196
  0.429419 -0.04987172
  0.4356322 -0.04981279
  0.4418453 -0.04974283
  0.4480583 -0.04966188
  0.4542708 -0.04956999
  0.4604828 -0.04946719
  0.4666943 -0.04935353
  0.4729052 -0.04922903
  0.4791154 -0.04909374
  0.4853251 -0.04894771
  0.4915342 -0.04879095
  0.497743 -0.04862351
  0.5039514 -0.04844542
  0.5101597 -0.04825669
  0.516368 -0.0480573
  0.5225763 -0.04784726
  0.5287848 -0.04762654
  0.5349934 -0.04739515
  0.5412022 -0.04715308
  0.547411 -0.04690031
  0.5536198 -0.04663686
  0.5598284 -0.04636273
  0.5660367 -0.0460779
  0.5722445 -0.04578239
  0.5784515 -0.0454762
  0.5846575 -0.04515935
  0.5908622 -0.04483185
  0.5970652 -0.04449372
  0.6032661 -0.04414498
  0.6094646 -0.04378567
  0.6156603 -0.04341585
  0.6218531 -0.04303555
  0.628043 -0.04264482
  0.6342299 -0.04224369
  0.6404141 -0.04183218
  0.6465957 -0.0414103
  0.6527752 -0.04097806
  0.6589531 -0.04053546
  0.66513 -0.04008247
  0.6713066 -0.03961907
  0.6774836 -0.03914521
  0.6836621 -0.03866084
  0.6898432 -0.03816587
  0.6960279 -0.03766022
  0.7022175 -0.03714379
  0.7084135 -0.03661647
  0.7146168 -0.03607822
  0.7208283 -0.03552903
  0.727048 -0.03496894
  0.7332671 -0.03439882
  0.7394768 -0.03381958
  0.7456781 -0.03323126
  0.7518724 -0.03263385
  0.7580616 -0.0320273
  0.7642479 -0.03141147
  0.7704339 -0.03078622
  0.7766228 -0.03015131
  0.7828179 -0.02950646
  0.7890233 -0.0288513
  0.7952309 -0.02818673
  0.8014181 -0.02751532
  0.8075793 -0.02683781
  0.8137108 -0.02615466
  0.8198106 -0.02546618
  0.8258778 -0.02477252
  0.8319135 -0.02407365
  0.8379196 -0.0233694
  0.8438995 -0.02265944
  0.8498577 -0.02194328
  0.8557997 -0.02122026
  0.8617322 -0.02048958
  0.867663 -0.01975022
  0.8736012 -0.01900098
  0.8795573 -0.01824042
  0.8855432 -0.01746683
  0.891573 -0.01667816
  0.897663 -0.01587196
  0.9038255 -0.01504623
  0.909945 -0.01421647
  0.915969 -0.01339036
  0.9219128 -0.01256638
  0.9278035 -0.01174129
  0.9336781 -0.01091027
  0.9395851 -0.0100666
  0.9455889 -0.009201021
  0.9517072 -0.008310778
  0.9576056 -0.007444878
  0.9631833 -0.006619147
  0.9684261 -0.005836867
  0.9733406 -0.005098178
  0.9779452 -0.004401327
  0.9822639 -0.003743574
  0.9863223 -0.003121795
  0.9901453 -0.002532829
  0.9937559 -0.001973668
  0.9971751 -0.001441541
  1.0 -0.001
