NACA 0012-64
  4.823825e-05 -0.001059871
  0.0001328816 -0.001768101
  0.0002586066 -0.002478733
  0.0004249822 -0.003192652
  0.0006318621 -0.003910721
  0.0008793731 -0.004633792
  0.001167912 -0.005362713
  0.001498148 -0.006098341
  0.001871035 -0.006841546
  0.002287826 -0.007593218
  0.002750101 -0.008354273
  0.003259794 -0.009125653
  0.003819236 -0.009908322
  0.004431205 -0.01070326
  0.005098976 -0.01151145
  0.005826386 -0.01233383
  0.006617894 -0.01317124
  0.007478621 -0.01402432
  0.008414356 -0.01489331
  0.009431437 -0.01577774
  0.01053642 -0.01667593
  0.01173527 -0.01758409
  0.01303184 -0.01849508
  0.01443084 -0.01940192
  0.01594164 -0.02030199
  0.01757355 -0.02119353
  0.01933499 -0.02207614
  0.02123333 -0.02295209
  0.02327553 -0.02382801
  0.02547036 -0.02471728
  0.02783117 -0.02563435
  0.03037302 -0.02658082
  0.0331108 -0.0275554
  0.0360586 -0.0285556
  0.03922881 -0.02957751
  0.04263139 -0.03061567
  0.04627382 -0.03166323
  0.05016225 -0.03271239
  0.0543061 -0.03375658
  0.05872153 -0.03479455
  0.06342177 -0.03582675
  0.06841182 -0.03685467
  0.07368392 -0.03788123
  0.07921324 -0.03890985
  0.08495885 -0.03993346
  0.09087406 -0.04093991
  0.09691655 -0.04191913
  0.1030572 -0.04286438
  0.1092826 -0.04377307
  0.1155847 -0.04464477
  0.1219558 -0.04547955
  0.1283885 -0.0462779
  0.1348768 -0.04704076
  0.1414153 -0.04776943
  0.1480002 -0.0484656
  0.1546291 -0.04913125
  0.1613007 -0.04976818
  0.1680138 -0.05037801
  0.1747664 -0.05096245
  0.1815563 -0.05152324
  0.1883806 -0.05206219
  0.1952359 -0.0525812
  0.2021181 -0.05308219
  0.2090228 -0.05356629
  0.2159458 -0.05403327
  0.2228831 -0.05448284
  0.229831 -0.05491476
  0.2367864 -0.05532885
  0.2437463 -0.055725
  0.2507081 -0.05610313
  0.2576699 -0.05646321
  0.2646298 -0.05680527
  0.2715867 -0.05712936
  0.2785396 -0.05743555
  0.2854881 -0.05772396
  0.2924322 -0.05799472
  0.2993723 -0.05824795
  0.306309 -0.0584838
  0.3132433 -0.05870238
  0.3201761 -0.05890376
  0.3271082 -0.05908803
  0.3340402 -0.05925523
  0.3409728 -0.05940543
  0.3479064 -0.05953865
  0.3548416 -0.05965495
  0.3617786 -0.05975435
  0.3687176 -0.05983687
  0.3756589 -0.05990255
  0.3826025 -0.05995139
  0.3895484 -0.05998343
  0.3964965 -0.05999867
  0.4034466 -0.05999715
  0.4103984 -0.05997888
  0.4173516 -0.05994393
  0.4243061 -0.05989232
  0.4312616 -0.05982413
  0.4382178 -0.05973939
  0.4451746 -0.05963817
  0.4521318 -0.05952051
  0.4590893 -0.05938647
  0.4660468 -0.05923611
  0.4730044 -0.05906949
  0.4799619 -0.05888666
  0.4869192 -0.05868767
  0.4938763 -0.05847259
  0.5008331 -0.05824148
  0.5077896 -0.05799436
  0.5147458 -0.05773125
  0.5217016 -0.05745212
  0.528657 -0.05715698
  0.5356119 -0.0568458
  0.5425663 -0.05651858
  0.54952 -0.05617532
  0.5564729 -0.05581601
  0.5634249 -0.05544065
  0.5703759 -0.05504923
  0.5773257 -0.05464175
  0.5842741 -0.05421822
  0.591221 -0.05377864
  0.5981661 -0.05332301
  0.6051092 -0.05285135
  0.6120502 -0.0523637
  0.6189889 -0.05186012
  0.6259253 -0.05134065
  0.6328594 -0.05080533
  0.6397914 -0.05025421
  0.6467214 -0.04968732
  0.6536498 -0.04910465
  0.6605769 -0.04850624
  0.6675031 -0.04789207
  0.6744291 -0.04726213
  0.6813553 -0.0466164
  0.6882826 -0.04595482
  0.6952116 -0.04527735
  0.7021433 -0.04458391
  0.7090786 -0.04387446
  0.7160182 -0.04314906
  0.7229626 -0.04240778
  0.729912 -0.04165073
  0.7368664 -0.04087805
  0.7438252 -0.04008992
  0.7507879 -0.03928655
  0.7577533 -0.03846819
  0.7647203 -0.03763515
  0.7716872 -0.03678778
  0.7786521 -0.03592649
  0.7856128 -0.03505172
  0.7925668 -0.03416398
  0.7995114 -0.03326385
  0.8064435 -0.03235188
  0.8133604 -0.03142847
  0.8202602 -0.03049382
  0.8271419 -0.02954805
  0.8340054 -0.02859115
  0.8408513 -0.02762302
  0.8476811 -0.02664342
  0.854497 -0.02565199
  0.861302 -0.02464824
  0.8680999 -0.02363155
  0.8748952 -0.02260115
  0.8816932 -0.02155609
  0.8885001 -0.02049528
  0.8953229 -0.01941741
  0.9021695 -0.01832095
  0.9090474 -0.01720462
  0.9159539 -0.016069
  0.9228715 -0.01491723
  0.9297675 -0.01375523
  0.9365956 -0.01259145
  0.9433003 -0.01143626
  0.9498239 -0.0103008
  0.9561143 -0.009195503
  0.9621341 -0.008128197
  0.967865 -0.007103427
  0.9733039 -0.006123037
  0.978458 -0.005186921
  0.9833411 -0.004293693
  0.9879703 -0.003441222
  0.9923639 -0.002627002
  0.9965403 -0.001848401
  1.0 -0.0012
